filename,stage,xmin,xmax,ymin,ymax
1701151546-0006-R_T,R_T,1543,1589,1806,1842
1701151546-0006-R_T,R_T,1750,1830,682,754
1701151546-0006-R_T,R_T,1796,1820,1031,1078
1701151546-0006-R_T,R_T,1886,1923,1010,1058
1701151546-0006-R_T,R_T,2152,2202,1652,1704
1701151546-0006-R_T,R_T,2280,2326,13,63
1701151546-0006-R_T,R_T,2328,2380,3,50
1701151546-0007-R,R,16,60,1146,1191
1701151546-0007-R,R,70,114,737,779
1701151546-0007-R,R,163,217,1135,1185
1701151546-0007-R,R,297,341,1544,1590
1701151546-0007-R,R,355,391,598,639
1701151546-0007-R,R,358,404,1529,1579
1701151546-0007-R,R,388,438,431,467
1701151546-0007-R,R,472,514,1093,1132
1701151546-0007-R,R,503,559,1889,1933
1701151546-0007-R,R,523,566,1130,1172
1701151546-0007-R,R,573,617,17,63
1701151546-0007-R,R,714,767,555,596
1701151546-0007-R,R,826,867,380,411
1701151546-0007-R,R,885,931,723,768
1701151546-0007-R,R,931,974,863,912
1701151546-0007-R,R,998,1047,982,1030
1701151546-0007-R,R,1047,1097,579,633
1701151546-0007-R,R,1114,1152,1208,1247
1701151546-0007-R,R,1365,1396,1145,1182
1701151546-0007-R,R,1376,1417,1181,1219
1701151546-0007-R,R,1876,1921,1316,1351
1701151546-0007-R,R,1924,1965,432,475
1701151546-0007-R,R,1965,2014,90,136
1701151546-0007-R,R,2075,2133,47,100
1701151546-0007-R,R,2204,2252,367,416
1701151546-0007-R,R,2286,2326,1021,1066
1701151546-0007-R,R,2476,2523,1509,1542
1701151546-0008-R-T,R-T,219,254,1765,1800
1701151546-0008-R-T,R-T,323,367,1821,1865
1701151546-0008-R-T,R-T,413,460,1497,1544
1701151546-0008-R-T,R-T,423,462,1201,1240
1701151546-0008-R-T,R-T,551,598,1240,1287
1701151546-0008-R-T,R-T,753,786,1341,1375
1701151546-0008-R-T,R-T,931,963,1492,1524
1701151546-0008-R-T,R-T,1088,1123,1477,1512
1701151546-0008-R-T,R-T,1143,1210,500,569
1701151546-0008-R-T,R-T,1251,1290,862,901
1701151546-0008-R-T,R-T,1309,1345,1368,1403
1701151546-0008-R-T,R-T,1453,1484,1497,1528
1701151546-0008-R-T,R-T,1612,1648,1763,1799
1701151546-0008-R-T,R-T,2108,2151,1538,1580
1701151546-0008-R-T,R-T,2279,2324,1258,1302
1701151546-0009-R,R,244,287,826,868
1701151546-0009-R,R,426,473,1691,1733
1701151546-0009-R,R,461,504,759,804
1701151546-0009-R,R,531,568,285,330
1701151546-0009-R,R,541,583,741,790
1701151546-0009-R,R,586,633,1747,1790
1701151546-0009-R,R,590,634,1009,1049
1701151546-0009-R,R,669,692,1187,1221
1701151546-0009-R,R,869,912,1256,1298
1701151546-0009-R,R,1375,1426,1101,1149
1701151546-0009-R,R,1414,1464,828,876
1701151546-0009-R,R,1525,1568,1145,1189
1701151546-0009-R,R,1550,1592,1350,1392
1701151546-0009-R,R,1611,1678,946,1000
1701151546-0009-R,R,1659,1703,346,388
1701151546-0009-R,R,1678,1715,395,428
1701151546-0009-R,R,1834,1878,741,790
1701151546-0009-R,R,1879,1905,745,777
1701151546-0009-R,R,1889,1940,1667,1752
1701151546-0009-R,R,1914,1953,990,1027
1701151546-0009-R,R,1954,2000,840,890
1701151546-0009-R,R,2209,2264,802,852
1701151546-0009-R,R,2230,2274,1653,1692
1701151546-0009-R,R,2309,2351,1144,1188
1701151546-0010-R,R,24,64,817,865
1701151546-0010-R,R,85,130,1104,1140
1701151546-0010-R,R,139,181,1119,1159
1701151546-0010-R,R,383,418,1613,1662
1701151546-0010-R,R,391,427,1354,1391
1701151546-0010-R,R,508,534,391,422
1701151546-0010-R,R,545,582,382,400
1701151546-0010-R,R,550,589,397,421
1701151546-0010-R,R,560,612,1350,1389
1701151546-0010-R,R,684,738,1757,1797
1701151546-0010-R,R,1018,1055,1440,1483
1701151546-0010-R,R,1138,1179,1525,1569
1701151546-0010-R,R,1563,1604,1605,1640
1701151546-0010-R,R,1713,1747,1811,1852
1701151546-0010-R,R,1725,1768,1161,1195
1701151546-0010-R,R,1974,2021,850,888
1701151546-0010-R,R,2197,2238,759,802
1701151546-0010-R,R,2399,2436,575,621
1701151546-0010-R,R,2512,2564,1041,1075
1701151546-0011-R_T,R_T,383,420,702,740
1701151546-0011-R_T,R_T,412,451,912,960
1701151546-0011-R_T,R_T,467,509,1666,1705
1701151546-0011-R_T,R_T,519,564,442,482
1701151546-0011-R_T,R_T,564,611,1287,1341
1701151546-0011-R_T,R_T,1091,1132,1628,1666
1701151546-0011-R_T,R_T,1202,1241,450,496
1701151546-0011-R_T,R_T,1205,1240,917,950
1701151546-0011-R_T,R_T,1216,1247,513,555
1701151546-0011-R_T,R_T,1253,1342,817,891
1701151546-0011-R_T,R_T,1370,1408,100,145
1701151546-0011-R_T,R_T,1523,1562,536,575
1701151546-0011-R_T,R_T,1562,1603,657,698
1701151546-0011-R_T,R_T,1667,1696,789,840
1701151546-0011-R_T,R_T,1669,1715,283,332
1701151546-0011-R_T,R_T,1693,1745,766,816
1701151546-0011-R_T,R_T,1999,2050,890,935
1701151546-0011-R_T,R_T,2528,2571,563,602
1701151546-0011-R_T,R_T,2533,2583,258,307
1701151546-0012-R,R,8,61,1456,1488
1701151546-0012-R,R,43,79,1005,1047
1701151546-0012-R,R,69,109,1540,1580
1701151546-0012-R,R,92,134,163,205
1701151546-0012-R,R,100,145,109,149
1701151546-0012-R,R,182,222,1133,1182
1701151546-0012-R,R,756,797,739,783
1701151546-0012-R,R,786,828,99,148
1701151546-0012-R,R,822,852,1729,1765
1701151546-0012-R,R,840,876,937,971
1701151546-0012-R,R,1089,1138,868,913
1701151546-0012-R,R,1210,1254,1370,1411
1701151546-0012-R,R,1409,1443,1755,1785
1701151546-0012-R,R,1444,1481,1628,1666
1701151546-0012-R,R,1502,1549,1103,1160
1701151546-0012-R,R,1526,1572,689,725
1701151546-0012-R,R,1757,1796,1550,1587
1701151546-0012-R,R,1941,1977,626,666
1701151546-0012-R,R,1960,2000,489,521
1701151546-0012-R,R,1987,2030,1101,1131
1701151546-0012-R,R,2224,2246,962,984
1701151546-0012-R,R,2343,2380,153,192
1701151546-0013-R_T,R_T,145,185,1361,1395
1701151546-0013-R_T,R_T,184,227,1504,1542
1701151546-0013-R_T,R_T,555,600,1386,1434
1701151546-0013-R_T,R_T,572,601,1449,1495
1701151546-0013-R_T,R_T,590,640,1248,1285
1701151546-0013-R_T,R_T,666,709,877,923
1701151546-0013-R_T,R_T,686,728,1185,1230
1701151546-0013-R_T,R_T,738,778,975,1009
1701151546-0013-R_T,R_T,759,793,635,663
1701151546-0013-R_T,R_T,957,1022,1225,1298
1701151546-0013-R_T,R_T,1063,1100,1329,1371
1701151546-0013-R_T,R_T,1102,1143,486,529
1701151546-0013-R_T,R_T,1143,1179,936,966
1701151546-0013-R_T,R_T,1386,1431,895,938
1701151546-0013-R_T,R_T,1395,1428,445,480
1701151546-0013-R_T,R_T,1539,1585,332,365
1701151546-0013-R_T,R_T,1550,1590,1045,1089
1701151546-0013-R_T,R_T,1739,1785,3,46
1701151546-0013-R_T,R_T,1769,1808,1704,1745
1701151546-0013-R_T,R_T,1814,1844,1732,1768
1701151546-0013-R_T,R_T,1871,1913,401,438
1701151546-0013-R_T,R_T,1882,1920,1507,1554
1701151546-0013-R_T,R_T,1892,1926,1191,1231
1701151546-0013-R_T,R_T,1911,1940,442,483
1701151546-0013-R_T,R_T,2218,2257,271,330
1701151546-0013-R_T,R_T,2248,2263,309,327
1701151546-0013-R_T,R_T,2283,2345,354,421
1701151546-0013-R_T,R_T,2464,2501,1841,1880
1701151546-0013-R_T,R_T,2487,2527,939,979
1701151546-0013-R_T,R_T,2510,2550,576,620
1701151546-0014-R,R,32,63,1061,1102
1701151546-0014-R,R,56,91,941,974
1701151546-0014-R,R,61,106,99,145
1701151546-0014-R,R,71,89,647,662
1701151546-0014-R,R,78,125,235,280
1701151546-0014-R,R,137,169,383,416
1701151546-0014-R,R,190,225,480,516
1701151546-0014-R,R,270,307,1433,1467
1701151546-0014-R,R,270,308,1527,1559
1701151546-0014-R,R,331,371,609,643
1701151546-0014-R,R,340,379,1076,1123
1701151546-0014-R,R,343,378,478,511
1701151546-0014-R,R,363,381,179,200
1701151546-0014-R,R,364,390,100,120
1701151546-0014-R,R,393,440,1706,1745
1701151546-0014-R,R,444,473,1884,1934
1701151546-0014-R,R,569,593,190,209
1701151546-0014-R,R,576,588,137,148
1701151546-0014-R,R,600,621,227,247
1701151546-0014-R,R,617,632,201,218
1701151546-0014-R,R,621,644,575,593
1701151546-0014-R,R,684,727,144,173
1701151546-0014-R,R,707,763,1275,1344
1701151546-0014-R,R,718,734,229,242
1701151546-0014-R,R,719,765,98,119
1701151546-0014-R,R,779,795,124,142
1701151546-0014-R,R,790,827,1863,1915
1701151546-0014-R,R,867,899,1376,1410
1701151546-0014-R,R,917,953,766,804
1701151546-0014-R,R,936,976,1474,1510
1701151546-0014-R,R,946,981,569,605
1701151546-0014-R,R,962,997,1352,1383
1701151546-0014-R,R,965,995,1493,1518
1701151546-0014-R,R,974,1003,1530,1558
1701151546-0014-R,R,994,1039,1221,1266
1701151546-0014-R,R,994,1030,1344,1383
1701151546-0014-R,R,1000,1038,152,190
1701151546-0014-R,R,1179,1201,109,132
1701151546-0014-R,R,1261,1280,397,417
1701151546-0014-R,R,1361,1377,452,468
1701151546-0014-R,R,1379,1401,13,32
1701151546-0014-R,R,1452,1473,112,132
1701151546-0014-R,R,1465,1495,1638,1696
1701151546-0014-R,R,1477,1518,154,192
1701151546-0014-R,R,1530,1550,1170,1190
1701151546-0014-R,R,1688,1710,8,29
1701151546-0014-R,R,1708,1735,1376,1403
1701151546-0014-R,R,1722,1752,903,977
1701151546-0014-R,R,1803,1819,314,328
1701151546-0014-R,R,1859,1875,314,330
1701151546-0014-R,R,1879,1897,303,320
1701151546-0014-R,R,1931,1974,1847,1885
1701151546-0014-R,R,1967,2013,1007,1048
1701151546-0014-R,R,2018,2037,125,148
1701151546-0014-R,R,2048,2060,174,190
1701151546-0014-R,R,2104,2138,626,659
1701151546-0014-R,R,2131,2169,1715,1751
1701151546-0014-R,R,2133,2157,6,28
1701151546-0014-R,R,2138,2165,591,609
1701151546-0014-R,R,2147,2194,221,270
1701151546-0014-R,R,2188,2230,1872,1914
1701151546-0014-R,R,2315,2340,412,431
1701151546-0014-R,R,2327,2361,1524,1552
1701151546-0014-R,R,2442,2464,149,169
1701151546-0014-R,R,2454,2489,1852,1902
1701151546-0014-R,R,2461,2507,1360,1393
1701151546-0014-R,R,2525,2564,1771,1806
1701151546-0015-R_T,R_T,85,101,624,644
1701151546-0015-R_T,R_T,151,190,1362,1397
1701151546-0015-R_T,R_T,201,249,1059,1105
1701151546-0015-R_T,R_T,357,501,327,446
1701151546-0015-R_T,R_T,358,390,446,495
1701151546-0015-R_T,R_T,367,404,1193,1232
1701151546-0015-R_T,R_T,380,433,449,516
1701151546-0015-R_T,R_T,467,509,1103,1148
1701151546-0015-R_T,R_T,661,704,127,165
1701151546-0015-R_T,R_T,721,757,690,735
1701151546-0015-R_T,R_T,804,840,1092,1129
1701151546-0015-R_T,R_T,834,874,533,574
1701151546-0015-R_T,R_T,874,908,535,567
1701151546-0015-R_T,R_T,890,930,1330,1361
1701151546-0015-R_T,R_T,933,980,142,203
1701151546-0015-R_T,R_T,939,1011,526,598
1701151546-0015-R_T,R_T,1016,1070,586,639
1701151546-0015-R_T,R_T,1222,1280,1146,1227
1701151546-0015-R_T,R_T,1272,1322,1544,1590
1701151546-0015-R_T,R_T,1327,1372,70,105
1701151546-0015-R_T,R_T,1344,1390,888,933
1701151546-0015-R_T,R_T,1380,1429,170,222
1701151546-0015-R_T,R_T,1401,1442,128,174
1701151546-0015-R_T,R_T,1430,1491,758,797
1701151546-0015-R_T,R_T,1443,1494,170,218
1701151546-0015-R_T,R_T,1467,1539,889,975
1701151546-0015-R_T,R_T,1507,1545,429,466
1701151546-0015-R_T,R_T,1512,1562,1047,1093
1701151546-0015-R_T,R_T,1526,1561,229,265
1701151546-0015-R_T,R_T,1570,1617,1522,1565
1701151546-0015-R_T,R_T,1845,1889,1338,1373
1701151546-0015-R_T,R_T,1875,1906,1537,1579
1701151546-0015-R_T,R_T,1890,1934,1562,1603
1701151546-0015-R_T,R_T,1930,1964,1297,1325
1701151546-0015-R_T,R_T,2062,2097,696,735
1701151546-0015-R_T,R_T,2065,2087,1851,1877
1701151546-0015-R_T,R_T,2093,2139,691,729
1704282807-0001-R,R,36,108,560,622
1704282807-0001-R,R,105,179,1862,1928
1704282807-0001-R,R,266,329,1145,1210
1704282807-0001-R,R,419,494,333,388
1704282807-0001-R,R,917,987,1193,1253
1704282807-0001-R,R,1217,1289,518,588
1704282807-0001-R,R,1482,1561,64,130
1704282807-0001-R,R,1801,1915,26,81
1704282807-0001-R,R,1837,1909,1322,1400
1704282807-0001-R,R,2327,2388,584,631
1704282807-0002-R,R,72,128,1357,1401
1704282807-0002-R,R,339,389,482,545
1704282807-0002-R,R,360,417,652,705
1704282807-0002-R,R,372,410,1246,1310
1704282807-0002-R,R,464,528,92,155
1704282807-0002-R,R,786,855,310,369
1704282807-0002-R,R,910,975,1040,1095
1704282807-0002-R,R,945,996,82,138
1704282807-0002-R,R,1210,1281,1707,1784
1704282807-0002-R,R,1380,1443,627,691
1704282807-0002-R,R,1490,1556,524,581
1704282807-0002-R,R,1527,1597,129,185
1704282807-0002-R,R,1538,1597,1034,1094
1704282807-0002-R,R,1688,1760,1107,1163
1704282807-0002-R,R,2155,2204,88,160
1704282807-0002-R,R,2233,2295,1231,1288
1704282807-0002-R,R,2273,2325,1184,1239
1704282807-0002-R,R,2316,2384,607,671
1704282807-0002-R,R,2430,2493,611,674
1704282807-0003-R,R,144,219,1630,1690
1704282807-0003-R,R,277,336,525,580
1704282807-0003-R,R,342,381,532,571
1704282807-0003-R,R,343,365,576,613
1704282807-0003-R,R,355,395,1334,1376
1704282807-0003-R,R,394,466,918,982
1704282807-0003-R,R,395,445,1830,1904
1704282807-0003-R,R,714,738,976,1014
1704282807-0003-R,R,1014,1072,569,628
1704282807-0003-R,R,1030,1113,1105,1148
1704282807-0003-R,R,1271,1332,1359,1431
1704282807-0003-R,R,1622,1677,267,335
1704282807-0003-R,R,1747,1813,145,197
1704282807-0003-R,R,1798,1827,1043,1067
1704282807-0003-R,R,1870,1938,1799,1850
1704282807-0003-R,R,2155,2216,537,594
1704282807-0003-R,R,2401,2487,539,625
1704282807-0004-R_T,R_T,194,255,1868,1925
1704282807-0004-R_T,R_T,500,577,887,946
1704282807-0004-R_T,R_T,733,781,643,712
1704282807-0004-R_T,R_T,839,899,1749,1816
1704282807-0004-R_T,R_T,1043,1112,514,578
1704282807-0004-R_T,R_T,1113,1166,867,926
1704282807-0004-R_T,R_T,1364,1445,469,521
1704282807-0004-R_T,R_T,1758,1818,385,462
1704282807-0004-R_T,R_T,1794,1882,1805,1913
1704282807-0004-R_T,R_T,1914,2001,146,210
1704282807-0004-R_T,R_T,2500,2567,369,432
1704282807-0005-R,R,62,110,432,493
1704282807-0005-R,R,441,503,863,931
1704282807-0005-R,R,513,561,1847,1924
1704282807-0005-R,R,613,693,1589,1657
1704282807-0005-R,R,621,699,1094,1160
1704282807-0005-R,R,672,735,559,623
1704282807-0005-R,R,834,894,314,370
1704282807-0005-R,R,895,956,212,273
1704282807-0005-R,R,958,1026,33,95
1704282807-0005-R,R,1043,1102,302,361
1704282807-0005-R,R,1281,1339,1542,1616
1704282807-0005-R,R,1416,1503,1339,1406
1704282807-0005-R,R,1577,1641,211,269
1704282807-0005-R,R,1736,1787,115,177
1704282807-0005-R,R,2078,2153,1716,1784
1704282807-0005-R,R,2115,2170,579,632
1704282807-0005-R,R,2184,2262,307,362
1704282807-0005-R,R,2485,2555,401,451
1704282807-0006-R,R,276,337,126,193
1704282807-0006-R,R,316,375,1151,1208
1704282807-0006-R,R,327,396,1772,1829
1704282807-0006-R,R,975,1047,245,299
1704282807-0006-R,R,994,1051,508,566
1704282807-0006-R,R,1071,1132,1577,1638
1704282807-0006-R,R,1084,1144,726,805
1704282807-0006-R,R,1121,1173,828,895
1704282807-0006-R,R,1171,1252,718,784
1704282807-0006-R,R,1247,1303,520,588
1704282807-0006-R,R,1257,1322,914,975
1704282807-0006-R,R,1361,1414,1354,1410
1704282807-0006-R,R,1363,1426,1047,1106
1704282807-0006-R,R,1428,1478,1075,1145
1704282807-0006-R,R,1567,1635,299,360
1704282807-0006-R,R,2361,2420,467,528
1704282807-0007-R,R,254,311,928,988
1704282807-0007-R,R,274,348,246,316
1704282807-0007-R,R,293,361,308,370
1704282807-0007-R,R,320,377,1431,1480
1704282807-0007-R,R,449,499,909,963
1704282807-0007-R,R,685,758,1261,1329
1704282807-0007-R,R,900,966,71,154
1704282807-0007-R,R,961,1028,1177,1245
1704282807-0007-R,R,1372,1430,208,267
1704282807-0007-R,R,1409,1486,1810,1885
1704282807-0007-R,R,1564,1636,1062,1134
1704282807-0007-R,R,1623,1689,467,530
1704282807-0007-R,R,1937,1983,619,673
1704282807-0007-R,R,1950,2012,409,467
1704282807-0007-R,R,2290,2365,710,780
1704282807-0007-R,R,2474,2547,503,568
1704282807-0008-R,R,198,246,1619,1668
1704282807-0008-R,R,345,410,368,439
1704282807-0008-R,R,433,498,1281,1343
1704282807-0008-R,R,453,508,690,743
1704282807-0008-R,R,492,560,1027,1090
1704282807-0008-R,R,688,754,1073,1141
1704282807-0008-R,R,749,809,858,913
1704282807-0008-R,R,911,966,1393,1451
1704282807-0008-R,R,987,1045,986,1074
1704282807-0008-R,R,1235,1286,1315,1370
1704282807-0008-R,R,1299,1362,1002,1058
1704282807-0008-R,R,1299,1374,1041,1103
1704282807-0008-R,R,1505,1570,1292,1360
1704282807-0008-R,R,1877,1940,1804,1863
1704282807-0008-R,R,2171,2234,87,152
1704282807-0008-R,R,2298,2348,1873,1928
1704282807-0008-R,R,2407,2464,1003,1063
1704282807-0008-R,R,2511,2563,1571,1620
1704282807-0009-R,R,75,136,460,516
1704282807-0009-R,R,336,399,1298,1347
1704282807-0009-R,R,1152,1200,1646,1694
1704282807-0009-R,R,1209,1263,151,206
1704282807-0009-R,R,1325,1396,1250,1308
1704282807-0009-R,R,1653,1701,583,643
1704282807-0009-R,R,1707,1766,280,344
1704282807-0009-R,R,1797,1857,956,1023
1704282807-0009-R,R,1975,2034,1478,1535
1704282807-0009-R,R,2104,2167,1704,1759
1704282807-0009-R,R,2418,2470,1857,1912
1704282807-0009-R,R,2494,2543,105,162
1704282807-0010-R,R,99,190,1844,1894
1704282807-0010-R,R,329,394,1731,1802
1704282807-0010-R,R,565,685,1307,1402
1704282807-0010-R,R,651,736,670,739
1704282807-0010-R,R,720,795,165,235
1704282807-0010-R,R,747,803,1376,1443
1704282807-0010-R,R,756,849,451,505
1704282807-0010-R,R,768,824,1342,1397
1704282807-0010-R,R,923,994,34,110
1704282807-0010-R,R,1091,1165,534,589
1704282807-0010-R,R,1658,1721,481,554
1704282807-0010-R,R,1940,2004,1184,1245
1704282807-0010-R,R,2134,2186,1569,1618
1704282807-0010-R,R,2304,2370,196,264
1704282807-0011-R_T,R_T,269,341,371,436
1704282807-0011-R_T,R_T,276,345,711,773
1704282807-0011-R_T,R_T,286,370,18,83
1704282807-0011-R_T,R_T,373,434,1040,1089
1704282807-0011-R_T,R_T,460,508,1823,1882
1704282807-0011-R_T,R_T,500,577,1641,1706
1704282807-0011-R_T,R_T,605,660,1822,1879
1704282807-0011-R_T,R_T,872,929,927,980
1704282807-0011-R_T,R_T,903,960,1130,1202
1704282807-0011-R_T,R_T,1140,1203,1237,1312
1704282807-0011-R_T,R_T,1159,1237,1471,1539
1704282807-0011-R_T,R_T,1316,1376,1212,1274
1704282807-0011-R_T,R_T,1414,1475,723,792
1704282807-0011-R_T,R_T,1522,1564,1208,1270
1704282807-0011-R_T,R_T,1590,1638,1200,1253
1704282807-0011-R_T,R_T,1600,1653,1057,1106
1704282807-0012-R_T,R_T,4,61,413,467
1704282807-0012-R_T,R_T,69,124,1472,1519
1704282807-0012-R_T,R_T,239,302,647,703
1704282807-0012-R_T,R_T,286,354,75,128
1704282807-0012-R_T,R_T,508,584,1825,1902
1704282807-0012-R_T,R_T,642,676,898,935
1704282807-0012-R_T,R_T,686,735,877,936
1704282807-0012-R_T,R_T,773,831,1062,1123
1704282807-0012-R_T,R_T,808,868,1882,1942
1704282807-0012-R_T,R_T,888,948,1514,1577
1704282807-0012-R_T,R_T,968,1034,1186,1239
1704282807-0012-R_T,R_T,987,1060,109,178
1704282807-0012-R_T,R_T,987,1057,1432,1503
1704282807-0012-R_T,R_T,1017,1062,1707,1774
1704282807-0012-R_T,R_T,1080,1135,276,335
1704282807-0012-R_T,R_T,1297,1358,731,787
1704282807-0012-R_T,R_T,1453,1573,706,804
1704282807-0012-R_T,R_T,1526,1589,1288,1334
1704282807-0012-R_T,R_T,1565,1632,1472,1536
1704282807-0012-R_T,R_T,1761,1818,1496,1544
1704282807-0012-R_T,R_T,1796,1853,1191,1242
1704282807-0012-R_T,R_T,1964,2020,24,71
1704282807-0012-R_T,R_T,1992,2024,734,766
1704282807-0012-R_T,R_T,2061,2124,658,723
1704282807-0012-R_T,R_T,2117,2178,1729,1798
1704282807-0012-R_T,R_T,2158,2245,100,162
1704282807-0012-R_T,R_T,2225,2261,1305,1342
1704282807-0013-R_T,R_T,46,109,1136,1194
1704282807-0013-R_T,R_T,752,830,1695,1754
1704282807-0013-R_T,R_T,1007,1069,807,859
1704282807-0013-R_T,R_T,1124,1185,1776,1842
1704282807-0013-R_T,R_T,1315,1426,762,865
1704282807-0013-R_T,R_T,1372,1423,403,453
1704282807-0013-R_T,R_T,1385,1434,1001,1052
1704282807-0013-R_T,R_T,1475,1516,742,784
1704282807-0013-R_T,R_T,1552,1619,1643,1719
1704282807-0013-R_T,R_T,1740,1803,330,379
1704282807-0013-R_T,R_T,1876,1933,1571,1631
1704282807-0013-R_T,R_T,1900,1963,1612,1672
1704282807-0013-R_T,R_T,1907,1963,414,474
1704282807-0013-R_T,R_T,1959,2001,241,286
1704282807-0013-R_T,R_T,2171,2234,550,597
1704282807-0013-R_T,R_T,2206,2272,89,163
1704282807-0013-R_T,R_T,2222,2281,1339,1420
1704282807-0013-R_T,R_T,2326,2385,275,346
1704282807-0013-R_T,R_T,2337,2410,545,608
1704282807-0013-R_T,R_T,2343,2407,1180,1240
1704282807-0013-R_T,R_T,2404,2440,700,756
1704282807-0013-R_T,R_T,2411,2461,1622,1679
1704282807-0013-R_T,R_T,2442,2510,1638,1711
1704282807-0013-R_T,R_T,2461,2520,706,764
1704282807-0014-R,R,47,122,214,287
1704282807-0014-R,R,82,143,1253,1316
1704282807-0014-R,R,105,174,1526,1586
1704282807-0014-R,R,265,332,1768,1817
1704282807-0014-R,R,331,383,1696,1765
1704282807-0014-R,R,402,488,265,353
1704282807-0014-R,R,415,484,1366,1443
1704282807-0014-R,R,546,595,1651,1715
1704282807-0014-R,R,795,867,1832,1906
1704282807-0014-R,R,831,879,1041,1098
1704282807-0014-R,R,871,931,1561,1613
1704282807-0014-R,R,940,986,654,709
1704282807-0014-R,R,960,1020,1475,1528
1704282807-0014-R,R,1065,1135,292,363
1704282807-0014-R,R,1665,1726,832,898
1704282807-0014-R,R,1673,1728,1838,1904
1704282807-0014-R,R,1988,2059,886,949
1704282807-0014-R,R,2063,2122,1829,1894
1704282807-0014-R,R,2317,2370,267,320
1704282807-0014-R,R,2470,2528,537,598
1704282807-0014-R,R,2549,2589,176,211
1704282807-0014-R,R,2557,2589,523,560
1704282807-0015-R,R,130,201,13,98
1704282807-0015-R,R,188,241,1881,1933
1704282807-0015-R,R,222,295,777,839
1704282807-0015-R,R,248,319,379,454
1704282807-0015-R,R,319,384,1522,1591
1704282807-0015-R,R,671,732,671,727
1704282807-0015-R,R,737,812,779,836
1704282807-0015-R,R,785,836,1018,1074
1704282807-0015-R,R,1036,1097,636,686
1704282807-0015-R,R,1089,1152,250,330
1704282807-0015-R,R,1298,1349,431,482
1704282807-0015-R,R,1566,1620,1498,1548
1704282807-0015-R,R,1613,1650,870,914
1704282807-0015-R,R,1723,1778,1763,1828
1704282807-0015-R,R,1752,1811,989,1068
1704282807-0015-R,R,1797,1850,962,1041
1704282807-0015-R,R,1801,1840,1412,1445
1704282807-0015-R,R,1804,1842,1746,1789
1704282807-0015-R,R,1996,2055,602,656
1704282807-0015-R,R,2078,2143,518,598
1704282807-0015-R,R,2331,2352,20,44
1704282807-0016-R,R,63,127,1270,1325
1704282807-0016-R,R,256,316,466,520
1704282807-0016-R,R,384,437,1001,1061
1704282807-0016-R,R,407,457,1157,1214
1704282807-0016-R,R,416,464,220,274
1704282807-0016-R,R,576,633,1098,1149
1704282807-0016-R,R,638,693,619,675
1704282807-0016-R,R,769,827,1197,1244
1704282807-0016-R,R,805,866,414,467
1704282807-0016-R,R,891,913,615,637
1704282807-0016-R,R,1048,1114,1402,1466
1704282807-0016-R,R,1253,1295,818,859
1704282807-0016-R,R,1380,1433,1584,1635
1704282807-0016-R,R,1415,1467,574,624
1704282807-0016-R,R,1657,1691,331,363
1704282807-0016-R,R,1721,1788,357,431
1704282807-0016-R,R,1865,1957,85,171
1704282807-0016-R,R,2046,2105,1663,1722
1704282807-0016-R,R,2061,2124,213,251
1704282807-0016-R,R,2136,2191,521,577
1704282807-0016-R,R,2199,2224,742,776
1704282807-0016-R,R,2218,2248,758,791
1704282807-0016-R,R,2278,2327,1274,1344
1704282807-0016-R,R,2308,2379,906,973
1704282807-0016-R,R,2338,2393,1017,1092
1704282807-0016-R,R,2367,2419,1848,1904
1704282807-0016-R,R,2493,2548,1857,1908
1704282807-0016-R,R,2501,2560,419,463
1704282807-0016-R,R,2504,2556,1411,1472
1704282807-0017-R,R,266,330,1240,1285
1704282807-0017-R,R,289,363,275,357
1704282807-0017-R,R,300,370,1831,1894
1704282807-0017-R,R,374,428,111,166
1704282807-0017-R,R,444,498,1557,1612
1704282807-0017-R,R,614,677,288,348
1704282807-0017-R,R,660,705,1161,1223
1704282807-0017-R,R,683,740,558,616
1704282807-0017-R,R,698,770,1282,1352
1704282807-0017-R,R,700,767,885,956
1704282807-0017-R,R,754,809,288,343
1704282807-0017-R,R,786,839,1759,1831
1704282807-0017-R,R,1041,1099,490,550
1704282807-0017-R,R,1062,1133,1192,1264
1704282807-0017-R,R,1068,1113,838,891
1704282807-0017-R,R,1083,1132,876,920
1704282807-0017-R,R,1109,1159,212,271
1704282807-0017-R,R,1176,1240,1227,1310
1704282807-0017-R,R,1252,1312,466,530
1704282807-0017-R,R,1298,1367,1213,1286
1704282807-0017-R,R,1393,1442,14,64
1704282807-0017-R,R,1422,1491,181,248
1704282807-0017-R,R,1460,1525,1593,1656
1704282807-0017-R,R,1493,1546,743,825
1704282807-0017-R,R,1598,1674,922,974
1704282807-0017-R,R,1751,1797,80,132
1704282807-0017-R,R,1767,1837,1728,1792
1704282807-0017-R,R,1889,1961,1240,1310
1704282807-0017-R,R,2119,2184,642,708
1704282807-0017-R,R,2126,2178,13,88
1704282807-0017-R,R,2255,2322,1684,1769
1704282807-0017-R,R,2405,2453,1623,1693
1704282807-0017-R,R,2413,2478,1811,1881
1704282807-0017-R,R,2491,2557,1456,1529
1704282807-0018-R,R,217,294,1281,1350
1704282807-0018-R,R,264,348,1306,1400
1704282807-0018-R,R,314,367,1814,1874
1704282807-0018-R,R,344,392,698,745
1704282807-0018-R,R,350,438,656,717
1704282807-0018-R,R,353,394,1494,1543
1704282807-0018-R,R,432,513,88,150
1704282807-0018-R,R,859,935,1319,1374
